	
	Sensitivity=2 mV/nA,, Reserve=Normal,, Time Constant=100ms,, Low Pass Filter=24 dB/oct	
	Daten erstellt am: 	2018_10_05	
	***End of Header***
Stepwith 	Channel X LIA [V] 	Channel Y LIA [V] 	Amplitude LIA [V] 	Phase [°] 	Frequency [Hz] 	Temp Sensor 1 	Temp Sensor 2 	Current I [A]	Voltage over Resistance for Current [V] 
-1.000000E+2	-9.585829E-5	7.673426E-5	1.227883E-4	1.413228E+2	1.391010E+3	5.176200E+1	5.999900E+1	-5.062423E-2	-4.821355E-4
-2.000000E+2	-9.585857E-5	7.664480E-5	1.227326E-4	1.413555E+2	1.391010E+3	5.175700E+1	6.000200E+1	0.000000E+0	
-3.000000E+2	-9.583924E-5	7.672961E-5	1.227705E-4	1.413190E+2	1.391010E+3	5.176300E+1	6.000200E+1	0.000000E+0	
-4.000000E+2	-9.585744E-5	7.668707E-5	1.227581E-4	1.413398E+2	1.391010E+3	5.176900E+1	6.000100E+1	0.000000E+0	
-5.000000E+2	-9.577231E-5	7.664487E-5	1.226653E-4	1.413303E+2	1.391010E+3	5.176900E+1	6.000100E+1	0.000000E+0	
-6.000000E+2	-9.568098E-5	7.664491E-5	1.225940E-4	1.413036E+2	1.391010E+3	5.176800E+1	6.000100E+1	0.000000E+0	
-7.000000E+2	-9.568091E-5	7.664381E-5	1.225933E-4	1.413040E+2	1.391010E+3	5.176500E+1	6.000200E+1	0.000000E+0	
-8.000000E+2	-9.568189E-5	7.664350E-5	1.225938E-4	1.413044E+2	1.391010E+3	5.176900E+1	6.000200E+1	0.000000E+0	
-9.000000E+2	-9.568376E-5	7.664442E-5	1.225959E-4	1.413046E+2	1.391010E+3	5.177400E+1	6.000100E+1	0.000000E+0	
-1.000000E+3	-9.568229E-5	7.666662E-5	1.226086E-4	1.412961E+2	1.391010E+3	5.177600E+1	6.000200E+1	0.000000E+0	
-1.100000E+3	-9.559659E-5	7.664531E-5	1.225284E-4	1.412788E+2	1.391010E+3	5.177600E+1	6.000400E+1	0.000000E+0	
-1.200000E+3	-9.559378E-5	7.664572E-5	1.225265E-4	1.412779E+2	1.391010E+3	5.177700E+1	6.000400E+1	0.000000E+0	
-1.300000E+3	-9.559411E-5	7.664307E-5	1.225251E-4	1.412789E+2	1.391010E+3	5.178000E+1	6.000400E+1	0.000000E+0	
-1.400000E+3	-9.542188E-5	7.667449E-5	1.224104E-4	1.412170E+2	1.391010E+3	5.178600E+1	6.000300E+1	0.000000E+0	
-1.500000E+3	-9.542305E-5	7.664580E-5	1.223934E-4	1.412278E+2	1.391010E+3	5.178900E+1	6.000300E+1	0.000000E+0	
-1.600000E+3	-9.524363E-5	7.664492E-5	1.222530E-4	1.411755E+2	1.391010E+3	5.178500E+1	6.000300E+1	0.000000E+0	
-1.700000E+3	-9.515400E-5	7.664551E-5	1.221835E-4	1.411489E+2	1.391010E+3	5.178400E+1	6.000300E+1	0.000000E+0	
-1.800000E+3	-9.516684E-5	7.664639E-5	1.221941E-4	1.411524E+2	1.391010E+3	5.178700E+1	6.000300E+1	0.000000E+0	
-1.900000E+3	-9.499853E-5	7.673393E-5	1.221180E-4	1.410709E+2	1.391010E+3	5.178500E+1	6.000300E+1	0.000000E+0	
-2.000000E+3	-9.473267E-5	7.664344E-5	1.218544E-4	1.410254E+2	1.391010E+3	5.178600E+1	6.000300E+1	0.000000E+0	
-2.100000E+3	-9.464520E-5	7.664333E-5	1.217863E-4	1.409996E+2	1.391010E+3	5.179300E+1	6.000400E+1	0.000000E+0	
-2.200000E+3	-9.428987E-5	7.673072E-5	1.215656E-4	1.408622E+2	1.391010E+3	5.179200E+1	6.000400E+1	0.000000E+0	
-2.300000E+3	-9.397658E-5	7.673270E-5	1.213240E-4	1.407681E+2	1.391010E+3	5.179400E+1	6.000300E+1	0.000000E+0	
-2.400000E+3	-9.332574E-5	7.678604E-5	1.208544E-4	1.405533E+2	1.391010E+3	5.179500E+1	6.000400E+1	0.000000E+0	
-2.500000E+3	-9.297300E-5	7.682173E-5	1.206050E-4	1.404338E+2	1.391010E+3	5.179800E+1	6.000400E+1	0.000000E+0	
-2.600000E+3	-9.212210E-5	7.690661E-5	1.200046E-4	1.401437E+2	1.391010E+3	5.179700E+1	6.000300E+1	0.000000E+0	
-2.700000E+3	-9.115618E-5	7.696083E-5	1.192997E-4	1.398265E+2	1.391010E+3	5.180000E+1	6.000300E+1	0.000000E+0	
