	
	Sensitivity=1 mV/nA,, Reserve=Normal,, Time Constant=100ms,, Low Pass Filter=24 dB/oct	
	Daten erstellt am: 	2018_10_04	
	***End of Header***
Stepwith 	Channel X LIA [V] 	Channel Y LIA [V] 	Amplitude LIA [V] 	Phase [°] 	Frequency [Hz] 	Temp Sensor 1 	Temp Sensor 2 	Current I [A]	Voltage over Resistance for Current [V] 
-1.000000E+2	-4.712339E-5	4.815246E-5	6.737413E-5	1.343812E+2	7.580140E+2	1.984200E+1	2.000300E+1	-4.862658E-2	-4.631103E-4
-2.000000E+2	-4.686937E-5	4.773746E-5	6.689995E-5	1.344743E+2	7.580140E+2	1.984200E+1	2.000300E+1	0.000000E+0	
-3.000000E+2	-4.682385E-5	4.773667E-5	6.686750E-5	1.344469E+2	7.580140E+2	1.984100E+1	2.000300E+1	0.000000E+0	
-4.000000E+2	-4.681106E-5	4.777937E-5	6.688904E-5	1.344135E+2	7.580140E+2	1.984100E+1	2.000200E+1	0.000000E+0	
-5.000000E+2	-4.677411E-5	4.773664E-5	6.683265E-5	1.344165E+2	7.580140E+2	1.984000E+1	2.000200E+1	0.000000E+0	
-6.000000E+2	-4.673509E-5	4.773610E-5	6.680497E-5	1.343929E+2	7.580140E+2	1.984100E+1	2.000200E+1	0.000000E+0	
-7.000000E+2	-4.669408E-5	4.773607E-5	6.677626E-5	1.343678E+2	7.580140E+2	1.984000E+1	2.000200E+1	0.000000E+0	
-8.000000E+2	-4.664946E-5	4.773782E-5	6.674632E-5	1.343394E+2	7.580140E+2	1.984100E+1	2.000200E+1	0.000000E+0	
-9.000000E+2	-4.656769E-5	4.773641E-5	6.668819E-5	1.342900E+2	7.580140E+2	1.984300E+1	2.000300E+1	0.000000E+0	
-1.000000E+3	-4.656194E-5	4.773609E-5	6.668394E-5	1.342866E+2	7.580140E+2	1.983900E+1	2.000300E+1	0.000000E+0	
-1.100000E+3	-4.643008E-5	4.773714E-5	6.659269E-5	1.342048E+2	7.580140E+2	1.983800E+1	2.000300E+1	0.000000E+0	
-1.200000E+3	-4.637052E-5	4.773589E-5	6.655029E-5	1.341688E+2	7.580140E+2	1.983900E+1	2.000300E+1	0.000000E+0	
-1.300000E+3	-4.625432E-5	4.773630E-5	6.646967E-5	1.340967E+2	7.580140E+2	1.983800E+1	2.000300E+1	0.000000E+0	
-1.400000E+3	-4.618138E-5	4.773727E-5	6.641962E-5	1.340509E+2	7.580140E+2	1.983700E+1	2.000300E+1	0.000000E+0	
-1.500000E+3	-4.604539E-5	4.777104E-5	6.634945E-5	1.339462E+2	7.580140E+2	1.983500E+1	2.000400E+1	0.000000E+0	
-1.600000E+3	-4.587135E-5	4.776158E-5	6.622197E-5	1.338435E+2	7.580140E+2	1.983500E+1	2.000400E+1	0.000000E+0	
-1.700000E+3	-4.564401E-5	4.774709E-5	6.605422E-5	1.337100E+2	7.580140E+2	1.983700E+1	2.000300E+1	0.000000E+0	
-1.800000E+3	-4.543290E-5	4.782700E-5	6.596643E-5	1.335295E+2	7.580140E+2	1.983800E+1	2.000400E+1	0.000000E+0	
-1.900000E+3	-4.512734E-5	4.773583E-5	6.569008E-5	1.333910E+2	7.580140E+2	1.983900E+1	2.000400E+1	0.000000E+0	
-2.000000E+3	-4.484164E-5	4.777840E-5	6.552517E-5	1.331839E+2	7.580140E+2	1.983900E+1	2.000400E+1	0.000000E+0	
-2.100000E+3	-4.428681E-5	4.786599E-5	6.521100E-5	1.327758E+2	7.580140E+2	1.984100E+1	2.000400E+1	0.000000E+0	
