	
	Sensitivity=1 mV/nA,, Reserve=Normal,, Time Constant=100ms,, Low Pass Filter=24 dB/oct	
	Daten erstellt am: 	2018_10_11	
	***End of Header***
Stepwith 	Channel X LIA [V] 	Channel Y LIA [V] 	Amplitude LIA [V] 	Phase [°] 	Frequency [Hz] 	Temp Sensor 1 	Temp Sensor 2 	Current I [A]	Voltage over Resistance for Current [V] 
-1.000000E+2	-7.123354E-4	-1.523461E-4	7.284443E-4	-1.679281E+2	8.663080E+3	3.301480E+2	2.876580E+2	-5.042893E-2	-4.802755E-4
-2.000000E+2	-7.123238E-4	-1.523465E-4	7.284330E-4	-1.679279E+2	8.663080E+3	3.301480E+2	2.876650E+2	0.000000E+0	
-3.000000E+2	-7.123352E-4	-1.523462E-4	7.284441E-4	-1.679281E+2	8.663080E+3	3.301480E+2	2.876740E+2	0.000000E+0	
-4.000000E+2	-7.122487E-4	-1.523465E-4	7.283596E-4	-1.679266E+2	8.663080E+3	3.301480E+2	2.876630E+2	0.000000E+0	
-5.000000E+2	-7.123362E-4	-1.523464E-4	7.284451E-4	-1.679281E+2	8.663080E+3	3.301480E+2	2.876590E+2	0.000000E+0	
-6.000000E+2	-7.123410E-4	-1.523001E-4	7.284401E-4	-1.679317E+2	8.663080E+3	3.301480E+2	2.876610E+2	0.000000E+0	
-7.000000E+2	-7.123353E-4	-1.522594E-4	7.284260E-4	-1.679348E+2	8.663080E+3	3.301480E+2	2.876650E+2	0.000000E+0	
-8.000000E+2	-7.123365E-4	-1.523011E-4	7.284359E-4	-1.679316E+2	8.663080E+3	3.301480E+2	2.876610E+2	0.000000E+0	
-9.000000E+2	-7.123357E-4	-1.523004E-4	7.284351E-4	-1.679316E+2	8.663080E+3	3.301480E+2	2.876660E+2	0.000000E+0	
-1.000000E+3	-7.123352E-4	-1.523462E-4	7.284441E-4	-1.679281E+2	8.663080E+3	3.301480E+2	2.876680E+2	0.000000E+0	
-1.100000E+3	-7.122528E-4	-1.523004E-4	7.283540E-4	-1.679303E+2	8.663080E+3	3.301480E+2	2.876700E+2	0.000000E+0	
-1.200000E+3	-7.122494E-4	-1.522532E-4	7.283408E-4	-1.679338E+2	8.663080E+3	3.301480E+2	2.876720E+2	0.000000E+0	
